"id","pop","lat","lon","year","sex","age","svl","weight","species"
"AA14896","N_Can",-35.0849090711782,149.288042353485,"2009","F","",NA,NA,"Tympanocryptis lineata"
"AA14951","S_Can",-35.502443281052,149.166209326624,"2010","M","SA",46.1,2.97,"Tympanocryptis lineata"
"AA61574","N_Can",-35.0904525151011,149.312326102869,"2014","M","A",62,5.38,"Tympanocryptis lineata"
"AA61576","W_Can",-35.4522260126031,149.01654523369,"2014","M","A",54.2,6.05,"Tympanocryptis lineata"
"AA14393","N_Can",-35.0793148248387,149.306415818512,"2006",NA,"J",36.2,2.52,"Tympanocryptis lineata"
"AA61585","E_Can",-35.4528416180725,149.231669498949,"2013","UK","J",23.3,2.3,"Tympanocryptis lineata"
"AA61593","E_Can",-35.4369543890857,149.229752045597,"2013","M","A",66.4,5.29,"Tympanocryptis lineata"
"AA67096","E_Can",-35.4359199111145,149.247065062527,"2015","U","J",27.9,2.93,"Tympanocryptis lineata"
"AA14816","S_Can",-35.4907444670795,149.169798990693,"2008","J",NA,NA,NA,"Tympanocryptis lineata"
"AA14873","S_Can",-35.5122879723966,149.191229920656,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14881","S_Can",-35.4864381001406,149.17908021424,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14939","N_Can",-35.0950928391331,149.286779442788,"2010","F","A",84.3,5.13,"Tympanocryptis lineata"
"AA14981","S_Can",-35.4946609113242,149.180435684583,"2009","F","",NA,NA,"Tympanocryptis lineata"
"AA15258","E_Can",-35.441960051179,149.235385628247,"2013","M","SA",41.6,3.89,"Tympanocryptis lineata"
"AA14409","N_Can",-35.089348054617,149.296615499934,"2006",NA,"J",33.3,3.7,"Tympanocryptis lineata"
"AA61586","E_Can",-35.4264317417269,149.232230293668,"2013","UK","SA",43.3,3.83,"Tympanocryptis lineata"
"AA61594","E_Can",-35.43865483602,149.230525135126,"2013","UK","SA",40.9,3.89,"Tympanocryptis lineata"
"AA67097","E_Can",-35.4389070710699,149.232366238856,"2015","U","J",29.9,2.82,"Tympanocryptis lineata"
"AA14819","S_Can",-35.4911270440418,149.166989376826,"2008","J",NA,NA,NA,"Tympanocryptis lineata"
"AA14874","S_Can",-35.5099293378207,149.177147773528,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14882","N_Can",-35.092941196697,149.282076186192,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14947","N_Can",-35.0774452573115,149.295603413713,"2010","M","SA",47.6,4.02,"Tympanocryptis lineata"
"AA14982","S_Can",-35.4825407840988,149.187227660492,"2009","J","",NA,NA,"Tympanocryptis lineata"
"AA14537","N_Can",-35.0826737430312,149.276791620916,"2006","M","SA",38.2,4.21,"Tympanocryptis lineata"
"AA61587","E_Can",-35.4454294892611,149.221969749871,"2013","UK","J",31.3,2.9,"Tympanocryptis lineata"
"AA61595","E_Can",-35.4412277434126,149.235394855653,"2013","UK","J",29.8,3.54,"Tympanocryptis lineata"
"AA67098","E_Can",-35.4419364582788,149.233668077403,"2015","F","A",58.3,5.81,"Tympanocryptis lineata"
"AA14875","S_Can",-35.5071417874518,149.185821236806,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14884","N_Can",-35.0827647285058,149.289946897454,"2007","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA14949","N_Can",-35.0947639726289,149.293525886388,"2010","F","SA",47,3.5,"Tympanocryptis lineata"
"AA14986","S_Can",-35.5052434403681,149.188942508091,"2009","J","",NA,NA,"Tympanocryptis lineata"
"AA14538","N_Can",-35.1053040286632,149.274741741694,"2006","M","A",66.4,5.89,"Tympanocryptis lineata"
"AA61588","E_Can",-35.4447370424497,149.232995905215,"2013","M","J",21.5,2.18,"Tympanocryptis lineata"
"AA61596","E_Can",-35.4617111596086,149.2251958095,"2013","M?","SA",40.5,3.26,"Tympanocryptis lineata"
"AA67099","E_Can",-35.4239497916373,149.219092179818,"2015","U","J",37.8,4.11,"Tympanocryptis lineata"
"AA14836","S_Can",-35.5034511037723,149.163359234609,"2008","J",NA,NA,NA,"Tympanocryptis lineata"
"AA14876","S_Can",-35.4887172233781,149.183462758504,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14887","S_Can",-35.5115975116675,149.184463998766,"2009","J","",NA,NA,"Tympanocryptis lineata"
"AA14952","N_Can",-35.076151274501,149.299613178969,"2010","M","SA",47.8,4.49,"Tympanocryptis lineata"
"AA14987","S_Can",-35.4932686095213,149.165234124972,"2009","F","",NA,NA,"Tympanocryptis lineata"
"AA14541","N_Can",-35.0688547386601,149.291930270022,"2006","F","SA",44.9,4.16,"Tympanocryptis lineata"
"AA61589","E_Can",-35.4490498875999,149.243567366451,"2013","UK","SA",40.6,3.98,"Tympanocryptis lineata"
"AA61597","E_Can",-35.4393708887078,149.244881033597,"2013","F?","SA",42.4,4.21,"Tympanocryptis lineata"
"AA67100","E_Can",-35.4510190230185,149.203448504859,"2015","U","J",30.4,3.02,"Tympanocryptis lineata"
"AA14841","S_Can",-35.5095907712179,149.17589372238,"2008","J",NA,NA,NA,"Tympanocryptis lineata"
"AA14877","S_Can",-35.503684745644,149.192095842328,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14900","S_Can",-35.499312216296,149.182146351961,"2009","M","",NA,NA,"Tympanocryptis lineata"
"AA14954","N_Can",-35.083366104908,149.277109596572,"2010","M","A",57.6,5.75,"Tympanocryptis lineata"
"AA14988","S_Can",-35.489797482643,149.171982816397,"2009","J","",NA,NA,"Tympanocryptis lineata"
"AA15245","E_Can",-35.4363715238095,149.219527334037,"2014","M","A",61.1,5.75,"Tympanocryptis lineata"
"AA14542","N_Can",-35.0732974755736,149.278320809488,"2006","F","A",72.9,5.13,"Tympanocryptis lineata"
"AA61590","E_Can",-35.4327965899361,149.219413547478,"2013","UK","J",29.4,3.08,"Tympanocryptis lineata"
"AA61598","E_Can",-35.4271051323768,149.237283684917,"2013","UK","J",33.7,2.98,"Tympanocryptis lineata"
"AA67101","E_Can",-35.4425349797286,149.219711910025,"2015","M","A",72.3,5.56,"Tympanocryptis lineata"
"AA14855","S_Can",-35.5038859073076,149.190780778844,"2009","J","",NA,NA,"Tympanocryptis lineata"
"AA14878","S_Can",-35.513457848233,149.165906249971,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14908","S_Can",-35.5084560142516,149.179671111081,"2009","F","",NA,NA,"Tympanocryptis lineata"
"AA14959","N_Can",-35.1024599496885,149.276069721182,"2011","F","",NA,NA,"Tympanocryptis lineata"
"AA14994","N_Can",-35.0953203490426,149.284003493627,"2010","F","A",62.2,5.03,"Tympanocryptis lineata"
"AA15254","S_Can",-35.4984594542665,149.186160056549,"2013","M","",NA,NA,"Tympanocryptis lineata"
"AA61533","S_Can",-35.4780440838449,149.182286751177,"2012","M?","",NA,NA,"Tympanocryptis lineata"
"AA14587","S_Can",-35.5041025667619,149.188562286341,"2007","M",NA,NA,NA,"Tympanocryptis lineata"
"AA61591","E_Can",-35.4556012205512,149.21056238766,"2013","UK","J",35.6,4.03,"Tympanocryptis lineata"
"AA67094","E_Can",-35.4404159789349,149.210719393404,"2015","F","A",58.5,5.36,"Tympanocryptis lineata"
"AA14871","S_Can",-35.5005975814599,149.17630904429,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14879","S_Can",-35.4863187405062,149.195307570061,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14933","S_Can",-35.4981552757654,149.195871140331,"2009","F","",NA,NA,"Tympanocryptis lineata"
"AA14967","S_Can",-35.4906409696083,149.172879037819,"2012","F","A",57.1,5.54,"Tympanocryptis lineata"
"AA14999","S_Can",-35.4910146326044,149.169610703388,"2011","J","",NA,NA,"Tympanocryptis lineata"
"AA15256","E_Can",-35.4383238045985,149.237586983939,"2013","M","A",70.6,5.04,"Tympanocryptis lineata"
"AA61534","S_Can",-35.4890885792687,149.203343523299,"2012","M?","",NA,NA,"Tympanocryptis lineata"
"AA61566","E_Can",-35.4703449141475,149.224760695091,"2016","M","A",48.9,5.59,"Tympanocryptis lineata"
"AA14815","S_Can",-35.5075384409684,149.193497726544,"2008","J",NA,NA,NA,"Tympanocryptis lineata"
"AA61592","E_Can",-35.4335717140575,149.232461849465,"2013","UK","SA",47.4,3.45,"Tympanocryptis lineata"
"AA67095","E_Can",-35.443534920217,149.22429245691,"2015","U","J",26.8,2.31,"Tympanocryptis lineata"
"AA14872","S_Can",-35.5089088902184,149.172940285116,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14880","S_Can",-35.5100032974641,149.196244967689,"2007","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14936","S_Can",-35.4943582292443,149.191964431217,"2009","M","",NA,NA,"Tympanocryptis lineata"
"AA14978","S_Can",-35.4919460008024,149.17253057337,"2009","F","",NA,NA,"Tympanocryptis lineata"
"AA15257","E_Can",-35.4363149475888,149.233354976122,"2013","UK","J",31,3.02,"Tympanocryptis lineata"
"AA61538","S_Can",-35.5005190818438,149.18610851314,"2012","M?","",NA,NA,"Tympanocryptis lineata"
"AA61584","E_Can",-35.4318079275349,149.246316593195,"2013","M","SA",47.5,3.83,"Tympanocryptis lineata"
"AA61599","E_Can",-35.4448288160854,149.24743554283,"2013","F","A",65.3,6.07,"Tympanocryptis lineata"
"AA67080","E_Can",-35.4340726961441,149.224137680869,"2015","U","SA",42.1,4.28,"Tympanocryptis lineata"
"AA67088","E_Can",-35.4370426778928,149.227536650246,"2015","U","J",36.6,4.03,"Tympanocryptis lineata"
"AA61615","E_Can",-35.4611498139169,149.241987605917,"2013","M","A",73.3,5.51,"Tympanocryptis lineata"
"AA61634","E_Can",-35.4229682852323,149.215316819451,"2016","u","SA",44.4,3.96,"Tympanocryptis lineata"
"AA61600","E_Can",-35.4357216955674,149.233120998071,"2013","M","SA",43.5,3.55,"Tympanocryptis lineata"
"AA67081","E_Can",-35.429433363057,149.232267205768,"2015","M","SA",46.2,4.51,"Tympanocryptis lineata"
"AA61617","E_Can",-35.4284568623226,149.226695065499,"2013","F","A",58.7,5.01,"Tympanocryptis lineata"
"AA61646","S_Can",-35.4966914226779,149.174883516211,"2013","F","A",73.3,5.18,"Tympanocryptis lineata"
"AA67082","E_Can",-35.4562734023695,149.248433184208,"2015","F","SA",42.7,4.54,"Tympanocryptis lineata"
"AA67091","E_Can",-35.4492173880342,149.218784296539,"2015","U","J",35.4,2.52,"Tympanocryptis lineata"
"AA61618","E_Can",-35.4295050406892,149.237984253893,"2013","F","A",62,4.85,"Tympanocryptis lineata"
"AA67083","E_Can",-35.4337235298302,149.241453031696,"2015","U","J",29.8,2.85,"Tympanocryptis lineata"
"AA67092","E_Can",-35.449893025092,149.233322388258,"2015","F","SA",41.7,3.37,"Tympanocryptis lineata"
"AA61619","E_Can",-35.4558963048306,149.232955114453,"2013","F","A",66.7,5.06,"Tympanocryptis lineata"
"AA61603","E_Can",-35.4495537329942,149.225659890555,"2013","F","A",79.8,6.26,"Tympanocryptis lineata"
"AA67084","E_Can",-35.4392458432115,149.234445240005,"2015","F","A",69.7,4.93,"Tympanocryptis lineata"
"AA67093","E_Can",-35.4351097302879,149.230730377317,"2015","M","A",70.6,6.22,"Tympanocryptis lineata"
"AA61620","E_Can",-35.4387755835575,149.214522808972,"2013","M","A",68.1,4.95,"Tympanocryptis lineata"
"AA61665","E_Can",-35.4621668762963,149.225387091278,"2013","M","SA",40.6,4.41,"Tympanocryptis lineata"
"AA61607","E_Can",-35.4459200547368,149.250501708354,"2013","M","A",55.7,5.46,"Tympanocryptis lineata"
"AA67085","E_Can",-35.4478775700496,149.217807497595,"2015","M","SA",46.8,3.92,"Tympanocryptis lineata"
"AA61666","E_Can",-35.4334991739539,149.228255014898,"2013","F","A",75.8,5.39,"Tympanocryptis lineata"
"AA61610","S_Can",-35.4855399174532,149.181823704007,"2014","F","A",81.3,5.01,"Tympanocryptis lineata"
"AA67086","E_Can",-35.4282389362293,149.217505069668,"2015","U","J",26.4,3.01,"Tympanocryptis lineata"
"AA61612","E_Can",-35.4452227354187,149.246857846669,"2014","u","J",27.6,3.01,"Tympanocryptis lineata"
"AA67087","E_Can",-35.4311332068264,149.227041835914,"2015","F","J",32.8,3.71,"Tympanocryptis lineata"
"AA61626","unknown",NA,NA,"unknown",NA,NA,NA,NA,"Tympanocryptis lineata"
"AA67102","E_Can",-35.423320194482,149.241679819402,"2015","U","J",36.1,3.4,"Tympanocryptis lineata"
"AA67164","N_Can",-35.0867003338861,149.292292551691,"2016","M","A",78.7,6.05,"Tympanocryptis lineata"
"AA67185","E_Can",-35.4557261254268,149.221975053784,"2016","M","A",53.2,5.54,"Tympanocryptis lineata"
"AA67199","E_Can",-35.4283556521523,149.23102982239,"2016","u","J",22.3,2.26,"Tympanocryptis lineata"
"AA67260","E_Can",-35.4389191768329,149.223299974704,"2016","u","J",36.3,3.12,"Tympanocryptis lineata"
"AA67103","E_Can",-35.442098663961,149.219404720861,"2015","F","SA",40.3,5.08,"Tympanocryptis lineata"
"AA67166","N_Can",-35.0827409502848,149.286205850321,"2016","M","A",80.6,5.81,"Tympanocryptis lineata"
"AA67189","E_Can",-35.4411558621971,149.240605826902,"2016","M","A",84.7,4.97,"Tympanocryptis lineata"
"AA67200","E_Can",-35.4409908161513,149.238924573808,"2016","M","SA",41.1,3.23,"Tympanocryptis lineata"
"AA67261","E_Can",-35.4613713970042,149.233310295639,"2016","M","J",25.1,2.77,"Tympanocryptis lineata"
"AA67104","E_Can",-35.4562319953248,149.242509003641,"2015","U","SA",45.9,3.7,"Tympanocryptis lineata"
"AA67168","E_Can",-35.427685018103,149.234298867555,"2016","M","J",36,2.87,"Tympanocryptis lineata"
"AA67190","E_Can",-35.4390676154201,149.221841931902,"2016","F","SA",40.5,4.23,"Tympanocryptis lineata"
"AA67242","E_Can",-35.430045735007,149.230597860383,"2016","u","SA",41,3.3,"Tympanocryptis lineata"
"AA67263","N_Can",-35.0695576538656,149.297410568211,"2016","F","SA",38.2,4.33,"Tympanocryptis lineata"
"AA67105","E_Can",-35.4358139473808,149.233135149425,"2015","F","A",72.8,5.48,"Tympanocryptis lineata"
"AA67169","E_Can",-35.425548391924,149.243749126612,"2016","M","A",71.9,5.29,"Tympanocryptis lineata"
"AA67191","E_Can",-35.441098246317,149.238996269202,"2016","u","SA",40.7,3.02,"Tympanocryptis lineata"
"AA67243","E_Can",-35.4422811010135,149.220705799472,"2016","F","A",51.1,5.59,"Tympanocryptis lineata"
"AA67271","E_Can",-35.4354498065062,149.223111161844,"2016","M","A",55.4,5.6,"Tympanocryptis lineata"
"AA67106","E_Can",-35.444111493766,149.215469211973,"2015","U","J",36,3.71,"Tympanocryptis lineata"
"AA67170","E_Can",-35.4513232115002,149.23815564531,"2016","M","SA",47.6,4.77,"Tympanocryptis lineata"
"AA67193","E_Can",-35.4345828020247,149.225949772073,"2016","F","SA",46.8,4.75,"Tympanocryptis lineata"
"AA67250","N_Can",-35.0841470065806,149.2992302333,"2016","F","SA",40.8,3.12,"Tympanocryptis lineata"
"AA67272","E_Can",-35.4444594749744,149.222621422011,"2016","M","SA",46.7,4.37,"Tympanocryptis lineata"
"AA67107","E_Can",-35.4299149613224,149.223130632307,"2015","U","J",34,2.65,"Tympanocryptis lineata"
"AA67183","E_Can",-35.4224057125581,149.22477998826,"2016","u","SA",47.3,3.67,"Tympanocryptis lineata"
"AA67173","N_Can",-35.0680061177566,149.298378184297,"2016","M","SA",47,4.13,"Tympanocryptis lineata"
"AA67194","E_Can",-35.4318745078874,149.223222566029,"2016","u","J",22.9,3.42,"Tympanocryptis lineata"
"AA67252","E_Can",-35.4384634798298,149.208802350992,"2016","M","J",20.9,3.01,"Tympanocryptis lineata"
"AA67278","W_Can",-35.4363761252011,149.044046714375,"2016","F","A",67,4.69,"Tympanocryptis lineata"
"AA67178","E_Can",-35.4466629358146,149.235435501171,"2016","u","SA",45.5,5.07,"Tympanocryptis lineata"
"AA67195","E_Can",-35.4405641038352,149.21441688598,"2016","u","J",23.3,3.44,"Tympanocryptis lineata"
"AA67253","E_Can",-35.4351660283388,149.22121778351,"2016","u","J",26.6,2.83,"Tympanocryptis lineata"
"AA67281","S_Can",-35.502411093788,149.164944147754,"2016","","SA",40.4,4.33,"Tympanocryptis lineata"
"AA67163","N_Can",-35.0981614133675,149.309896770762,"2016","F","A",73.8,5.57,"Tympanocryptis lineata"
"AA67182","E_Can",-35.4376869182268,149.241314197582,"2016","u","SA",46.1,4.15,"Tympanocryptis lineata"
"AA67197","E_Can",-35.4339585438034,149.218993234095,"2016","u","J",36.7,3.21,"Tympanocryptis lineata"
"AA67259","E_Can",-35.4509519149209,149.238321228974,"2016","M","SA",45.6,4.27,"Tympanocryptis lineata"
"AA67282","S_Can",-35.4979626938578,149.191663111672,"2016","","A",69.6,5.46,"Tympanocryptis lineata"
"AA61667","E_Can",-35.4601187005066,149.211390510543,"2013","M","A",83.2,5.59,"Tympanocryptis lineata"
"AA67267","N_Can",-35.1014801809919,149.300004658143,"2016","u","SA",47.8,4.55,"Tympanocryptis lineata"
"AA67268","N_Can",-35.0667003210234,149.285053653055,"2016","u","SA",43.2,3.83,"Tympanocryptis lineata"
"AA67493","S_Can",-35.4922617210949,149.168196071303,"2018",NA,"J",28.7,4.18,"Tympanocryptis lineata"
"AA83352","E_Can",-35.4161136059901,149.223577112133,"2020","M?","A",82.3,5.03,"Tympanocryptis lineata"
"AA14328","W_Can",-35.4288220052272,149.047560686269,"2006","U","J",22.1,2.83,"Tympanocryptis lineata"
"AA14329","W_Can",-35.4349825283924,149.05089988338,"2006","U","J",25.8,2.98,"Tympanocryptis lineata"
"AA15240","N_Can",-35.0703379646846,149.291343437865,"2013","M","SA",38.7,3.62,"Tympanocryptis lineata"
"AA15241","N_Can",-35.0778509564382,149.292911788766,"2013","U","J",36.1,3.31,"Tympanocryptis lineata"
"AA14550","W_Can",-35.4441396400052,149.037424878589,"2006","F","SA",40.5,5.43,"Tympanocryptis lineata"
"AA15235","N_Can",-35.0724688199169,149.284023577739,"2013","M","SA",41.1,3.26,"Tympanocryptis lineata"
"AA15252","W_Can",-35.4302926967247,149.036580371562,"2014","M","A",63.4,4.66,"Tympanocryptis lineata"
"AA61614","S_Can",-35.4965953238644,149.198866681765,"2013","M","A",76.4,5.45,"Tympanocryptis lineata"
"AA67289","S_Can",-35.5227831383177,149.165675532132,"2016","M","A",80.5,4.66,"Tympanocryptis lineata"
"AA67297","S_Can",-35.5005775559815,149.186210931031,"2016","","",NA,NA,"Tympanocryptis lineata"
"AA14419","W_Can",-35.4385425346548,149.052563533852,"2006","M","A",60.6,5.61,"Tympanocryptis lineata"
"AA14890","W_Can",-35.4308108672649,149.061684811786,"2009","M","SA",43.7,3.44,"Tympanocryptis lineata"
"AA14830","W_Can",-35.4576347717371,149.036035054238,"2008","M","SA",42.8,3.75,"Tympanocryptis lineata"
"AA14930","W_Can",-35.4337996140482,149.036906043472,"2009","M","A",64.5,4.44,"Tympanocryptis lineata"
"AA14527","S_Can",-35.5129231421876,149.167036056899,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14953","W_Can",-35.4428472822082,149.027363799836,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA14552","W_Can",-35.4321110660819,149.042380054199,"2006","M","A",52.1,5.55,"Tympanocryptis lineata"
"AA15239","N_Can",-35.085037392376,149.300646024964,"2013","U","J",21.2,2.42,"Tympanocryptis lineata"
"AA15255","S_Can",-35.5041803020651,149.193739537381,"2013","u","",NA,NA,"Tympanocryptis lineata"
"AA61616","S_Can",-35.5136520059158,149.18069965264,"2013","M","A",52.1,5.29,"Tympanocryptis lineata"
"AA67290","S_Can",-35.510172899874,149.174073532147,"2016","","",NA,NA,"Tympanocryptis lineata"
"AA67298","S_Can",-35.5000620616468,149.179179183056,"2016","","SA",42.4,3.73,"Tympanocryptis lineata"
"AA14555","W_Can",-35.4379572838407,149.050507666148,"2006","M","A",51.2,5.33,"Tympanocryptis lineata"
"AA14921","W_Can",-35.4571036720477,149.023675969916,"2009","M","A",76.1,5.69,"Tympanocryptis lineata"
"AA14831","W_Can",-35.4452445923968,149.053137384849,"2008","J","SA",41.9,4.01,"Tympanocryptis lineata"
"AA14979","W_Can",-35.4455731676897,149.053403169189,"2009","F","SA",39.2,3.69,"Tympanocryptis lineata"
"AA14528","S_Can",-35.5312428393491,149.169722613706,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA14956","W_Can",-35.4421374283166,149.041884913903,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA14557","W_Can",-35.4314421960924,149.061409214041,"2006","M","SA",41.5,3.1,"Tympanocryptis lineata"
"AA15242","N_Can",-35.0918619562609,149.290765109216,"2013","U","J",27.3,2.25,"Tympanocryptis lineata"
"AA15261","S_Can",-35.4949514462774,149.179106741479,"2013","F","U",NA,NA,"Tympanocryptis lineata"
"AA61668","S_Can",-35.496050114003,149.186723492268,"2013","M","A",80.7,5.05,"Tympanocryptis lineata"
"AA67291","S_Can",-35.5028168336568,149.175017766846,"2016","","A",72.2,4.91,"Tympanocryptis lineata"
"AA67299","S_Can",-35.5205452013795,149.182250699798,"2016","","SA",42.5,3.75,"Tympanocryptis lineata"
"AA67192","N_Can",-35.094100278388,149.28800988854,"2016","M","A",62,5.67,"Tympanocryptis lineata"
"AA14925","W_Can",-35.4260078464498,149.033524598695,"2009","F","A",50.2,5.67,"Tympanocryptis lineata"
"AA14833","W_Can",-35.4563683752221,149.047857409314,"2008","M?","SA",38.8,3.88,"Tympanocryptis lineata"
"AA67254","N_Can",-35.1012150233313,149.281230413702,"2016","M","A",78,5.37,"Tympanocryptis lineata"
"AA14529","S_Can",-35.5079073282164,149.198712418263,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA14958","W_Can",-35.4403868441807,149.040774516792,"2010","M","",NA,NA,"Tympanocryptis lineata"
"AA67284","S_Can",-35.4962658185969,149.183146079397,"2016","","A",49.7,5.37,"Tympanocryptis lineata"
"AA15243","N_Can",-35.0860814973718,149.289866505418,"2013","U","J",26.1,2.13,"Tympanocryptis lineata"
"AA61575","W_Can",-35.4313419675474,149.050291254275,"2014","U","SA",38.3,3.96,"Tympanocryptis lineata"
"AA67176*","N_Can",-35.0688886308042,149.283562390243,"2016","M","A",69.7,4.37,"Tympanocryptis lineata"
"AA67292","S_Can",-35.5070692608208,149.176006712714,"2016","","J",21.6,2.67,"Tympanocryptis lineata"
"AA67300","S_Can",-35.5096628207929,149.17884088912,"2016","","J",26.6,2.84,"Tympanocryptis lineata"
"AA14584","W_Can",-35.4253688276746,149.059559964966,"2007","M","A",52.5,5.8,"Tympanocryptis lineata"
"AA14803","W_Can",-35.4477539675231,149.053525864108,"2008","J","J",20.9,3.56,"Tympanocryptis lineata"
"AA14834","W_Can",-35.4400651572023,149.029778746678,"2008","J","SA",39.6,2.96,"Tympanocryptis lineata"
"AA14522","S_Can",-35.5111264480807,149.194369693822,"2006","M?",NA,NA,NA,"Tympanocryptis lineata"
"AA14530","S_Can",-35.5003845490109,149.191264232358,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA14960","S_Can",-35.520209428579,149.187890087531,"2011","M","A",71.2,5.03,"Tympanocryptis lineata"
"AA67285","S_Can",-35.490331455351,149.174695987723,"2016","","J",23.7,2.73,"Tympanocryptis lineata"
"AA15247","S_Can",-35.4938826275543,149.191091653077,"2014","u","J",35.9,2.93,"Tympanocryptis lineata"
"AA61608","S_Can",-35.4945758836439,149.186787436593,"2013","M","A",52.9,5.68,"Tympanocryptis lineata"
"AA67244","W_Can",-35.4525842532048,149.051353890333,"2016","M","A",61.3,5.8,"Tympanocryptis lineata"
"AA67293","S_Can",-35.4988696960943,149.164242432212,"2016","F","SA",46.5,3.71,"Tympanocryptis lineata"
"AA67407","N_Can",-35.0752835898355,149.270531719501,"2017","U","J",20.1,4.3,"Tympanocryptis lineata"
"AA14586","N_Can",-35.0961081580405,149.28836967875,"2007","F","A",69.7,6.12,"Tympanocryptis lineata"
"AA14818","W_Can",-35.4355563860256,149.054239628235,"2008","J","J",24.7,2.47,"Tympanocryptis lineata"
"AA14857","W_Can",-35.4315644720844,149.030784096623,"2009","J","J",23.4,2.81,"Tympanocryptis lineata"
"AA14523","S_Can",-35.498690060632,149.165141866646,"2006","U",NA,NA,NA,"Tympanocryptis lineata"
"AA14924","N_Can",-35.0969103136108,149.294956445887,"2009","M","A",65,5.82,"Tympanocryptis lineata"
"AA14963","N_Can",-35.100055017212,149.300044342419,"2011","F?","SA",41.8,4.22,"Tympanocryptis lineata"
"AA67286","S_Can",-35.4983717693247,149.170785352254,"2016","M","SA",46.8,3.87,"Tympanocryptis lineata"
"AA15248","W_Can",-35.4348691937526,149.034873200069,"2014","U","J",22.3,3.08,"Tympanocryptis lineata"
"AA61609","S_Can",-35.5040645176402,149.184303466729,"2013","M","A",57.7,6.15,"Tympanocryptis lineata"
"AA67283","S_Can",-35.4891461112365,149.174635548092,"2016","U","J",21.2,3.62,"Tympanocryptis lineata"
"AA67294","S_Can",-35.4983042452608,149.176003132531,"2016","","SA",47.6,4.37,"Tympanocryptis lineata"
"AA67408","N_Can",-35.089434797732,149.30309212792,"2017","U","J",21.3,2.69,"Tympanocryptis lineata"
"AA14589","W_Can",-35.4425732593673,149.053034000848,"2007","M","A",57.1,5.93,"Tympanocryptis lineata"
"AA14822","W_Can",-35.4582998194037,149.050465508105,"2008","J","J",21,3.16,"Tympanocryptis lineata"
"AA14860","W_Can",-35.4548583484402,149.062626813497,"2009","J","J",36,2.9,"Tympanocryptis lineata"
"AA14524","S_Can",-35.5193524079122,149.175647898434,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA14944","S_Can",-35.5023171307585,149.183912361838,"2010","J","J",22,2.44,"Tympanocryptis lineata"
"AA14964","S_Can",-35.5111336157541,149.171611678464,"2011","M","J",22,3.38,"Tympanocryptis lineata"
"AA67287","S_Can",-35.5151318180984,149.172823665652,"2016","F","SA",42.8,4.44,"Tympanocryptis lineata"
"AA15249","W_Can",-35.4388043197508,149.061207533393,"2014","U","J",26.7,3.15,"Tympanocryptis lineata"
"AA61611","S_Can",-35.5084063755486,149.172026883198,"2014","u","J",37.7,2.11,"Tympanocryptis lineata"
"AA67295","S_Can",-35.4955307379517,149.176733514803,"2016","","SA",39.5,4.42,"Tympanocryptis lineata"
"AA67409","N_Can",-35.0764118003464,149.290478265653,"2017","U","J",25.5,2.91,"Tympanocryptis lineata"
"AA14590","W_Can",-35.4389937315461,149.048329203128,"2007","J","J",31.7,3.29,"Tympanocryptis lineata"
"AA14823","W_Can",-35.429892730988,149.038782918763,"2008","M","A",65.7,5.06,"Tympanocryptis lineata"
"AA14898","W_Can",-35.4393430271733,149.042418865782,"2009","J","SA",46.6,4.04,"Tympanocryptis lineata"
"AA14525","S_Can",-35.5025198801564,149.187895030545,"2006","F?",NA,NA,NA,"Tympanocryptis lineata"
"AA14945","S_Can",-35.5028545162001,149.179525680029,"2010","J","J",21.8,2.96,"Tympanocryptis lineata"
"AA14969","S_Can",-35.4869225535553,149.176404260192,"2012","U","",NA,NA,"Tympanocryptis lineata"
"AA67288","S_Can",-35.509099490749,149.176230486265,"2016","U","SA",38.4,3.26,"Tympanocryptis lineata"
"AA15250","W_Can",-35.448998291369,149.039126296715,"2014","F","A",48.5,4.93,"Tympanocryptis lineata"
"AA61613","S_Can",-35.4934477781179,149.185125270427,"2013","u","J",30.2,3.18,"Tympanocryptis lineata"
